SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-11-2017,Single Family Residential,4746 W 153rd Pl,Lawndale,CA,90260,460000,3,1.0,112 - North Lawndale,1030,3789,1950,164,447,,Sold,,,http://www.redfin.com/CA/Lawndale/4746-153rd-Pl-90260/home/6566238,CRMLS,SB17105104,N,Y,33.8916073,-118.361074
PAST SALE,September-20-2017,Single Family Residential,4550 W 153rd Pl,Lawndale,CA,90260,550000,3,2.0,112 - North Lawndale,1460,4620,1953,155,377,,Sold,,,http://www.redfin.com/CA/Lawndale/4550-153rd-Pl-90260/home/6566594,CRMLS,PV17160658,N,Y,33.8916298,-118.3565788
PAST SALE,August-31-2017,Single Family Residential,5567 Palm Dr,Hawthorne,CA,90250,1149000,3,2.5,107 - Holly Glen/Del Aire,2064,38081,2014,175,557,195,Sold,,,http://www.redfin.com/CA/Hawthorne/5567-Palm-Dr-90250/unit-16/home/79042861,CRMLS,PW17126007,N,Y,33.9130011,-118.3775431
PAST SALE,August-31-2017,Single Family Residential,5042 W 119th Pl,Hawthorne,CA,90250,862500,3,3.0,107 - Holly Glen/Del Aire,2645,6829,1947,175,326,,Sold,,,http://www.redfin.com/CA/Hawthorne/5042-W-119th-Pl-90250/home/6664753,CRMLS,SB17127947,N,Y,33.924306,-118.367186
PAST SALE,September-19-2017,Single Family Residential,1205 E Pine Ave,El Segundo,CA,90245,1200000,3,2.5,141 - El Segundo,1408,5312,1956,156,852,,Sold,,,http://www.redfin.com/CA/El-Segundo/1205-E-Pine-Ave-90245/home/6662409,CRMLS,SB17129254,N,Y,33.9224424,-118.4034277
PAST SALE,September-13-2017,Single Family Residential,676 W Palm Ave,El Segundo,CA,90245,1485000,4,3.0,141 - El Segundo,2044,4967,2005,162,727,,Sold,,,http://www.redfin.com/CA/El-Segundo/676-W-Palm-Ave-90245/home/6642556,CRMLS,SB17165126,N,Y,33.9248413,-118.4247625
PAST SALE,September-27-2017,Single Family Residential,840 Loma Vista St,El Segundo,CA,90245,907500,3,2.0,141 - El Segundo,955,4715,1949,148,950,,Sold,,,http://www.redfin.com/CA/El-Segundo/840-Loma-Vista-St-90245/home/6643364,CRMLS,RS17167164,N,Y,33.9281908,-118.4220692
PAST SALE,October-11-2017,Single Family Residential,606 Whiting St,El Segundo,CA,90245,1890000,4,3.0,141 - El Segundo,2985,7151,1953,134,633,,Sold,,,http://www.redfin.com/CA/El-Segundo/606-Whiting-St-90245/home/6654920,CRMLS,SB17190226,N,Y,33.9238843,-118.4204212
PAST SALE,October-12-2017,Single Family Residential,11613 Freeman Ave,Hawthorne,CA,90250,403000,2,1.0,108 - North Hawthorne,520,3826,1925,133,775,,Sold,,,http://www.redfin.com/CA/Hawthorne/11613-Freeman-Ave-90250/home/6502932,CRMLS,DW17199762,N,Y,33.92886,-118.3485086
PAST SALE,October-19-2017,Single Family Residential,4760 W 136th St,Hawthorne,CA,90250,540000,2,1.0,109 - Ramona/Burleigh,884,7380,1940,126,611,,Sold,,,http://www.redfin.com/CA/Hawthorne/4760-W-136th-St-90250/home/6491373,CRMLS,SW17147828,N,Y,33.9087313,-118.3604265
PAST SALE,October-10-2017,Single Family Residential,1147 S Eucalyptus Ave,Inglewood,CA,90301,442500,2,1.0,102 - South Inglewood,873,5809,1925,135,507,,Sold,,,http://www.redfin.com/CA/Inglewood/1147-S-Eucalyptus-Ave-90301/home/6457054,CRMLS,SB17209392,N,Y,33.9474062,-118.3593326
PAST SALE,October-13-2017,Single Family Residential,1426 E Oak Ave,El Segundo,CA,90245,1309500,3,2.0,141 - El Segundo,1798,7718,1955,132,728,,Sold,,,http://www.redfin.com/CA/El-Segundo/1426-E-Oak-Ave-90245/home/6661344,CRMLS,SB17179384,N,Y,33.9257892,-118.4008101
PAST SALE,,Single Family Residential,4939 W 123rd Pl,Hawthorne,CA,90250,399500,4,2.0,,1407,5565,1947,,284,,,,,http://www.redfin.com/CA/Hawthorne/4939-W-123rd-Pl-90250/home/6667300,,,N,Y,33.9209503,-118.3650128
PAST SALE,October-11-2017,Single Family Residential,5125 W 133rd St,Hawthorne,CA,90250,629000,3,1.0,107 - Holly Glen/Del Aire,1080,6171,1947,134,582,,Sold,,,http://www.redfin.com/CA/Hawthorne/5125-W-133rd-St-90250/home/6670123,CRMLS,SB17205656,N,Y,33.9122716,-118.3678356
PAST SALE,October-26-2017,Single Family Residential,4856 W 133rd St,Hawthorne,CA,90250,590000,3,2.0,108 - North Hawthorne,1248,5283,1950,119,473,,Sold,,,http://www.redfin.com/CA/Hawthorne/4856-W-133rd-St-90250/home/6670339,CRMLS,OC17204301,N,Y,33.9118829,-118.3632743
PAST SALE,October-24-2017,Single Family Residential,654 West Sycamore Ave,El Segundo,CA,90245,1240000,2,1.0,El Segundo,1171,7519,1950,121,1059,,Sold,,,http://www.redfin.com/CA/El-Segundo/654-W-Sycamore-Ave-90245/home/6641706,TheMLS,17-262520,N,Y,33.9276881,-118.4241722
PAST SALE,October-20-2017,Single Family Residential,203 W Walnut Ave,El Segundo,CA,90245,1240000,3,2.0,141 - El Segundo,1300,5143,1950,125,954,,Sold,,,http://www.redfin.com/CA/El-Segundo/203-W-Walnut-Ave-90245/home/6644369,CRMLS,PW17175837,N,Y,33.9290321,-118.4171944
PAST SALE,November-3-2017,Single Family Residential,940 Virginia St,El Segundo,CA,90245,875000,2,1.0,141 - El Segundo,888,5796,1938,111,985,,Sold,,,http://www.redfin.com/CA/El-Segundo/940-Virginia-St-90245/home/6644482,CRMLS,SB17149862,N,Y,33.9300042,-118.4192898
PAST SALE,November-17-2017,Single Family Residential,1419 E Mariposa Ave,El Segundo,CA,90245,1442800,4,3.5,141 - El Segundo,2976,5026,1989,97,485,,Sold,,,http://www.redfin.com/CA/El-Segundo/1419-E-Mariposa-Ave-90245/home/6661919,CRMLS,SB17160436,N,Y,33.9238427,-118.4012395
PAST SALE,,Single Family Residential,506 Sheldon St,El Segundo,CA,90245,1235500,3,3.0,,1599,6001,1952,,773,,,,,http://www.redfin.com/CA/El-Segundo/506-Sheldon-St-90245/home/6646035,,,N,Y,33.9224654,-118.4109325
PAST SALE,,Single Family Residential,1435 E Maple Ave,El Segundo,CA,90245,1869000,4,4.0,,3142,,1953,,595,,,,,http://www.redfin.com/CA/El-Segundo/1435-E-Maple-Ave-90245/home/143519128,,,N,Y,33.9272166,-118.4006228
PAST SALE,November-17-2017,Single Family Residential,438 Virginia St,El Segundo,CA,90245,1310000,4,3.0,141 - El Segundo,1911,7150,1938,97,686,,Sold,,,http://www.redfin.com/CA/El-Segundo/438-Virginia-St-90245/home/6655187,CRMLS,SB17228601,N,Y,33.9219618,-118.4192344
PAST SALE,December-8-2017,Single Family Residential,945 Sheldon St,El Segundo,CA,90245,965500,3,1.75,141 - El Segundo,1440,5235,1952,76,670,,Sold,,,http://www.redfin.com/CA/El-Segundo/945-Sheldon-St-90245/home/6645664,CRMLS,SB17179969,N,Y,33.9303252,-118.4114705
PAST SALE,,Single Family Residential,4559 W Century Blvd,Inglewood,CA,90304,143500,1,1.0,,794,3617,1923,,181,,,,,http://www.redfin.com/CA/Inglewood/4559-W-Century-Blvd-90304/home/6459415,,,N,Y,33.9456677,-118.356393
PAST SALE,December-7-2017,Single Family Residential,1448 Elin Pointe Dr,El Segundo,CA,90245,1089000,3,3.0,141 - El Segundo,1973,62603,2004,77,552,160,Sold,,,http://www.redfin.com/CA/El-Segundo/1448-Elin-Pointe-Dr-90245/unit-13/home/8135452,CRMLS,SB17220938,N,Y,33.920493,-118.400983
PAST SALE,December-21-2017,Single Family Residential,708 W Palm Ave,El Segundo,CA,90245,999999,3,1.0,141 - El Segundo,1085,5657,1952,63,922,,Sold,,,http://www.redfin.com/CA/El-Segundo/708-W-Palm-Ave-90245/home/6642599,CRMLS,SB17255576,N,Y,33.9243805,-118.4255146
PAST SALE,December-20-2017,Single Family Residential,5415 W 119th Pl,Hawthorne,CA,90304,777000,5,2.0,107 - Holly Glen/Del Aire,1947,7830,1941,64,399,,Sold,,,http://www.redfin.com/CA/Inglewood/5415-W-119th-Pl-90304/home/6663893,CRMLS,SB17243052,N,Y,33.9247744,-118.3749353
PAST SALE,December-21-2017,Single Family Residential,5236 Pacific Ter,Hawthorne,CA,90250,1133000,4,2.5,107 - Holly Glen/Del Aire,2064,34013,2014,63,549,192,Sold,,,http://www.redfin.com/CA/Hawthorne/5236-Pacific-Ter-90250/unit-79/home/110126266,CRMLS,SB17215615,N,Y,33.914946,-118.37319
PAST SALE,January-10-2018,Single Family Residential,5516 W 118th St,Hawthorne,CA,90304,710000,3,1.75,107 - Holly Glen/Del Aire,1605,7964,1941,43,442,,Sold,,,http://www.redfin.com/CA/Inglewood/5516-W-118th-St-90304/home/6663595,CRMLS,SB17257926,N,Y,33.9271079,-118.377202
PAST SALE,September-8-2017,Single Family Residential,728 Loma Vista St,El Segundo,CA,90245,1255000,5,2.75,141 - El Segundo,2599,5888,1956,167,483,,Sold,,,http://www.redfin.com/CA/El-Segundo/728-Loma-Vista-St-90245/home/6643495,CRMLS,SB17064920,N,Y,33.9259572,-118.4220679
PAST SALE,,Single Family Residential,1220 E Maple Ave,El Segundo,CA,90245,3100000,5,4.0,,3028,21770,1946,,1024,,,,,http://www.redfin.com/CA/El-Segundo/1220-E-Maple-Ave-90245/home/6661427,,,N,Y,33.92674,-118.4033479
PAST SALE,January-26-2018,Single Family Residential,13301 Hindry Ave,Hawthorne,CA,90250,858000,3,2.0,107 - Holly Glen/Del Aire,1124,5002,1955,27,763,,Sold,,,http://www.redfin.com/CA/Hawthorne/13301-Hindry-Ave-90250/home/6672187,CRMLS,SB17264631,N,Y,33.9119749,-118.3722749
PAST SALE,January-26-2018,Single Family Residential,4824 West 134th St,Hawthorne,CA,90250,750000,3,1.75,Holly Glen/Del Aire,1148,5287,1954,27,653,,Sold,,,http://www.redfin.com/CA/Hawthorne/4824-W-134th-St-90250/home/6670946,TheMLS,17-270722,N,Y,33.9110129,-118.3622117
PAST SALE,February-8-2018,Single Family Residential,4238 W 105th St,Inglewood,CA,90304,435000,3,1.0,105 - Lennox,1054,5893,1954,14,413,,Sold,,,http://www.redfin.com/CA/Inglewood/4238-W-105th-St-90304/home/6481384,CRMLS,CV17031013,N,Y,33.9406956,-118.3496861
PAST SALE,,Single Family Residential,5514 134th St,Hawthorne,CA,90250,735000,3,2.0,,1120,5006,1955,,656,,,,,http://www.redfin.com/CA/Hawthorne/5514-134th-St-90250/home/6672465,,,N,Y,33.9107011,-118.3769424
PAST SALE,February-7-2018,Single Family Residential,202 Whiting St,El Segundo,CA,90245,1800000,5,4.0,141 - El Segundo,3020,4400,2017,15,596,,Sold,,,http://www.redfin.com/CA/El-Segundo/202-Whiting-St-90245/home/6655599,CRMLS,SB17254965,N,Y,33.9180065,-118.4203887
PAST SALE,January-4-2018,Single Family Residential,5315 W 124th Pl,Hawthorne,CA,90250,790000,3,2.0,107 - Holly Glen/Del Aire,1450,5126,1950,49,545,,Sold,,,http://www.redfin.com/CA/Hawthorne/5315-W-124th-Pl-90250/home/6668511,CRMLS,SB17234490,N,Y,33.9198647,-118.3726513
PAST SALE,February-13-2018,Single Family Residential,425 West Oak Ave,El Segundo,CA,90245,2350000,5,5.5,El Segundo,4000,8144,2017,9,588,,Sold,,,http://www.redfin.com/CA/El-Segundo/425-W-Oak-Ave-90245/home/6643589,TheMLS,18-299600,N,Y,33.9262746,-118.4205686
PAST SALE,February-14-2018,Single Family Residential,905 Hillcrest St,El Segundo,CA,90245,1465000,5,3.5,141 - El Segundo,2919,5001,1978,8,502,,Sold,,,http://www.redfin.com/CA/El-Segundo/905-Hillcrest-St-90245/home/6642801,CRMLS,SB17226648,N,Y,33.9290598,-118.4253236
PAST SALE,February-15-2018,Single Family Residential,5124 W 131st St,Hawthorne,CA,90250,670000,2,1.0,107 - Holly Glen/Del Aire,961,6434,1923,7,697,,Sold,,,http://www.redfin.com/CA/Hawthorne/5124-W-131st-St-90250/home/6669971,CRISNet,SR17276607,N,Y,33.9136147,-118.3679905
PAST SALE,October-26-2017,Single Family Residential,5117 W 134th St,Hawthorne,CA,90250,625000,3,2.0,107 - Holly Glen/Del Aire,1274,6072,1950,119,491,,Sold,,,http://www.redfin.com/CA/Hawthorne/5117-W-134th-St-90250/home/6670579,CRMLS,SB17221154,N,Y,33.9114182,-118.3676926
PAST SALE,January-10-2018,Single Family Residential,11609 Birch Ave,Hawthorne,CA,90250,508000,3,2.0,108 - North Hawthorne,1061,6994,1947,43,479,,Sold,,,http://www.redfin.com/CA/Hawthorne/11609-Birch-Ave-90250/home/6503207,CRMLS,SB17269223,N,Y,33.9288445,-118.3505094
PAST SALE,December-29-2017,Single Family Residential,710 Redwood Ave,El Segundo,CA,90245,1395000,4,2.5,141 - El Segundo,2587,5007,1979,55,539,,Sold,,,http://www.redfin.com/CA/El-Segundo/710-Redwood-Ave-90245/home/6642858,CRMLS,SB17193483,N,Y,33.9290998,-118.4256431
PAST SALE,February-21-2018,Single Family Residential,5122 W 129th St,Hawthorne,CA,90250,715500,3,1.5,107 - Holly Glen/Del Aire,1369,6611,1944,1,523,,Sold,,,http://www.redfin.com/CA/Hawthorne/5122-W-129th-St-90250/home/6669442,CRMLS,SB18015633,N,Y,33.9153453,-118.3679236
PAST SALE,February-21-2018,Single Family Residential,635 W Acacia Ave,El Segundo,CA,90245,1075000,4,2.0,141 - El Segundo,1440,6750,1948,1,747,,Sold,,,http://www.redfin.com/CA/El-Segundo/635-W-Acacia-Ave-90245/home/6641493,CRMLS,SB18041012,N,Y,33.9299878,-118.423578
PAST SALE,February-21-2018,Single Family Residential,4859 W 97th St,Inglewood,CA,90301,525000,3,2.0,699 - Not Defined,1349,8817,1941,1,389,,Sold,,,http://www.redfin.com/CA/Inglewood/4859-W-97th-St-90301/home/6455748,CRMLS,PW18008289,N,Y,33.9487154,-118.3633462
PAST SALE,September-1-2017,Single Family Residential,324 17th St,Manhattan Beach,CA,90266,4950000,4,4.5,142 - Manhattan Bch Sand,3634,2707,2009,174,1362,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/324-17th-St-90266/home/6711509,CRMLS,SB17118466,N,Y,33.8888277,-118.4110739
PAST SALE,September-7-2017,Single Family Residential,3420 The Strand,Manhattan Beach,CA,90266,15400000,5,5.5,142 - Manhattan Bch Sand,5500,3517,2003,168,2800,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/3420-The-Strand-90266/home/6710018,CRMLS,SB17096737,N,Y,33.899056,-118.418914
PAST SALE,September-5-2017,Single Family Residential,212 40th St,Manhattan Beach,CA,90266,1800000,3,2.0,142 - Manhattan Bch Sand,1518,1484,1929,170,1186,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/212-40th-St-90266/home/6656527,CRMLS,SB17151175,N,Y,33.9025459,-118.4192678
PAST SALE,September-14-2017,Single Family Residential,2100 Pine Ave,Manhattan Beach,CA,90266,3033000,5,5.0,143 - Manhattan Bch Tree,3180,4481,2008,161,954,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/2100-Pine-Ave-90266/home/6707201,CRMLS,SB17102027,N,Y,33.8929291,-118.3984037
PAST SALE,September-29-2017,Single Family Residential,2704 Oak Ave,Manhattan Beach,CA,90266,1500000,3,2.25,Manhattan Beach Tree,2177,4481,1947,146,689,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/2704-Oak-Ave-90266/home/6708492,TheMLS,17-269736,N,Y,33.8960234,-118.3967342
PAST SALE,October-4-2017,Single Family Residential,3000 Palm Ave,Manhattan Beach,CA,90266,3550000,5,4.5,143 - Manhattan Bch Tree,3588,4634,2017,141,989,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/3000-Palm-Ave-90266/home/6708271,CRMLS,SB17091582,N,Y,33.8976748,-118.4014118
PAST SALE,October-17-2017,Single Family Residential,632 29th St,Manhattan Beach,CA,90266,3375000,5,6.0,143 - Manhattan Bch Tree,3345,4803,2003,128,1009,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/632-29th-St-90266/home/6709176,CRMLS,SB17239682,N,Y,33.8968158,-118.408514
PAST SALE,October-20-2017,Single Family Residential,3208 Pine Ave,Manhattan Beach,CA,90266,1850000,3,2.5,143 - Manhattan Bch Tree,2443,7019,1961,125,757,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/3208-Pine-Ave-90266/home/6708030,CRMLS,SB16196173,N,Y,33.8988443,-118.3987776
PAST SALE,October-26-2017,Single Family Residential,750 26th St,Manhattan Beach,CA,90266,3285000,5,5.0,143 - Manhattan Bch Tree,3951,5123,2002,119,831,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/750-26th-St-90266/home/6709317,CRMLS,SB17244050,N,Y,33.8952299,-118.4054427
PAST SALE,November-8-2017,Single Family Residential,700 Rosecrans Ave,Manhattan Beach,CA,90266,1250000,3,2.0,143 - Manhattan Bch Tree,1278,4340,1965,106,978,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/700-Rosecrans-Ave-90266/home/6708697,CRMLS,SB17210962,N,Y,33.9015827,-118.4070859
PAST SALE,November-9-2017,Single Family Residential,2416 Pine Ave,Manhattan Beach,CA,90266,1545000,2,1.0,143 - Manhattan Bch Tree,1029,5057,1950,105,1501,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/2416-Pine-Ave-90266/home/6707187,CRMLS,SB17186446,N,Y,33.8944617,-118.3984745
PAST SALE,,Single Family Residential,660 35th St,Manhattan Beach,CA,90266,1950000,3,3.0,,1804,5401,1947,,1081,,,,,http://www.redfin.com/CA/Manhattan-Beach/660-35th-St-90266/home/6708829,,,N,Y,33.8997507,-118.4075707
PAST SALE,November-13-2017,Single Family Residential,117 21st Pl,Manhattan Beach,CA,90266,2050000,2,2.5,142 - Manhattan Bch Sand,1318,1347,1967,101,1555,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/117-21st-Pl-90266/home/6711312,CRMLS,SB17197158,N,Y,33.891053,-118.4147683
PAST SALE,November-28-2017,Single Family Residential,2700 Pacific Ave,Manhattan Beach,CA,90266,2400000,4,3.75,143 - Manhattan Bch Tree,3115,4480,1998,86,770,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/2700-Pacific-Ave-90266/home/6708228,CRMLS,SB17237553,N,Y,33.8963424,-118.4031798
PAST SALE,,Single Family Residential,3112 Maple Ave,Manhattan Beach,CA,90266,2650000,5,4.0,,3333,4652,2005,,795,,,,,http://www.redfin.com/CA/Manhattan-Beach/3112-Maple-Ave-90266/home/6708155,,,N,Y,33.8985483,-118.4023128
PAST SALE,December-27-2017,Single Family Residential,224 31st St,Manhattan Beach,CA,90266,4600000,4,4.5,142 - Manhattan Bch Sand,4150,2699,2005,57,1108,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/224-31st-St-90266/home/6710513,CRMLS,SB17254916,N,Y,33.896944,-118.416436
PAST SALE,December-19-2017,Single Family Residential,656 26th St,Manhattan Beach,CA,90266,2990000,4,4.5,143 - Manhattan Bch Tree,3466,5121,1984,65,863,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/656-26th-St-90266/home/6709350,CRMLS,SB17163689,N,Y,33.8952233,-118.4077116
PAST SALE,December-21-2017,Single Family Residential,2201 Alma Ave,Manhattan Beach,CA,90266,6925000,4,4.5,142 - Manhattan Bch Sand,4300,2701,2017,63,1610,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/2201-Alma-Ave-90266/home/6710943,CRMLS,SB17267084,N,Y,33.8922669,-118.4129116
PAST SALE,January-5-2018,Single Family Residential,2604 Alma Ave,Manhattan Beach,CA,90266,3661125,2,2.5,142 - Manhattan Bch Sand,2630,3465,1940,48,1392,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/2604-Alma-Ave-90266/home/6710848,CRMLS,SB17147028,N,Y,33.894816,-118.413812
PAST SALE,January-19-2018,Single Family Residential,1408 Walnut Ave,Manhattan Beach,CA,90266,2360000,4,3.0,143 - Manhattan Bch Tree,3000,4201,1997,34,787,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/1408-Walnut-Ave-90266/home/6706136,CRMLS,SB17248280,N,Y,33.8892677,-118.3993094
PAST SALE,,Single Family Residential,2004 Pacific Ave,Manhattan Beach,CA,90266,1950000,3,2.0,,956,5057,1953,,2040,,,,,http://www.redfin.com/CA/Manhattan-Beach/2004-Pacific-Ave-90266/home/6707006,,,N,Y,33.8927026,-118.4030674
PAST SALE,,Single Family Residential,2205 Elm Ave,Manhattan Beach,CA,90266,1505000,2,2.0,,1077,4484,1947,,1397,,,,,http://www.redfin.com/CA/Manhattan-Beach/2205-Elm-Ave-90266/home/6707215,,,N,Y,33.8933678,-118.3980434
